Diện tích (m²),Giá nhà (triệu đồng)
7651.302605210421,38535.513026052104
7659.3186372745495,38875.593186372746
7667.3346693386775,38088.67334669339
7675.3507014028055,38626.75350701403
7683.3667334669335,39256.833667334664
7691.3827655310615,38231.913827655306
7699.39879759519,38103.993987975955
7707.4148296593185,38497.07414829659
7715.4308617234465,39149.15430861723
7723.446893787575,38590.23446893788
7731.462925851703,38624.314629258515
7739.478957915831,38989.39478957916
7747.494989979959,38941.4749498998
7755.511022044087,39279.55511022043
7763.527054108216,38451.63527054108
7771.543086172344,38945.715430861725
7779.559118236473,39732.79559118237
7787.575150300601,39546.87575150301
7795.591182364729,38938.95591182365
7803.607214428857,38811.036072144285
7811.623246492985,38554.11623246493
7819.639278557114,38528.19639278557
7827.655310621242,39244.27655310621
7835.67134268537,39974.35671342685
7843.687374749499,38931.436873747494
7851.703406813627,40019.517034068136
7859.719438877755,39723.59719438878
7867.735470941883,39762.67735470942
7875.751503006011,39966.757515030054
7883.76753507014,39320.837675350704
7891.783567134268,40035.91783567134
7899.799599198397,40325.99799599199
7907.815631262525,40146.07815631262
7915.831663326653,39869.158316633264
7923.847695390781,40346.238476953906
7931.863727454909,39219.31863727455
7939.879759519038,39580.39879759519
7947.895791583166,39776.47895791583
7955.911823647294,39591.55911823647
7963.927855711423,40648.639278557115
7971.943887775551,39896.71943887776
7979.959919839679,40179.79959919839
7987.975951903807,39467.87975951903
7995.991983967936,40611.95991983968
8004.008016032064,40364.04008016032
8012.024048096192,40275.12024048096
8020.040080160321,40036.20040080161
8028.056112224449,40085.28056112224
8036.072144288577,40362.360721442885
8044.088176352705,40509.44088176353
8052.104208416833,40385.52104208416
8060.120240480962,40946.60120240481
8068.13627254509,39723.68136272545
8076.152304609219,41039.761523046094
8084.168336673347,40919.841683366736
8092.184368737475,40207.92184368738
8100.200400801603,40751.00200400801
8108.216432865731,40942.082164328654
8116.232464929859,40836.162324649296
8124.248496993988,40993.24248496994
8132.264529058116,41142.32264529058
8140.280561122245,40336.40280561122
8148.296593186373,41561.482965931864
8156.312625250501,40782.563126252506
8164.328657314629,41606.64328657315
8172.344689378757,40396.72344689378
8180.360721442886,40991.80360721443
8188.376753507014,41065.883767535066
8196.392785571143,41464.963927855715
8204.40881763527,41736.04408817635
8212.424849699399,41485.12424849699
8220.440881763527,41335.20440881763
8228.456913827655,41417.284569138275
8236.472945891783,41070.36472945892
8244.488977955913,40903.44488977957
8252.505010020039,40952.525050100194
8260.521042084169,41030.60521042084
8268.537074148297,41982.685370741485
8276.553106212425,42225.76553106212
8284.569138276553,42190.84569138276
8292.58517034068,42058.9258517034
8300.60120240481,41241.00601202405
8308.617234468937,41866.08617234469
8316.633266533066,41111.166332665336
8324.649298597195,41637.24649298597
8332.665330661323,41689.32665330661
8340.68136272545,42135.406813627254
8348.697394789579,41408.48697394789
8356.713426853707,42387.56713426853
8364.729458917835,41524.64729458917
8372.745490981964,42395.72745490982
8380.761523046092,41604.807615230464
8388.77755511022,42332.887775551106
8396.793587174348,42605.96793587174
8404.809619238476,42801.04809619238
8412.825651302604,42695.128256513024
8420.841683366732,42518.20841683366
8428.857715430862,42679.28857715431
8436.87374749499,42759.36873747495
8444.889779559118,41975.44889779559
8452.905811623246,42082.52905811623
8460.921843687374,42184.609218436875
8468.937875751502,43184.68937875751
8476.95390781563,43046.76953907815
8484.96993987976,41805.8496993988
8492.985971943886,43037.92985971943
8501.002004008016,43308.01002004008
8509.018036072144,42783.09018036072
8517.034068136272,43363.17034068136
8525.0501002004,42390.250501002
8533.066132264528,42980.330661322645
8541.082164328658,43288.410821643294
8549.098196392784,42100.49098196392
8557.114228456914,43087.57114228457
8565.130260521042,43306.65130260521
8573.14629258517,43186.73146292585
8581.162324649298,43276.81162324649
8589.178356713426,42340.89178356713
8597.194388777554,43140.97194388777
8605.210420841682,43521.052104208415
8613.226452905812,42884.132264529064
8621.24248496994,43527.2124248497
8629.258517034068,42709.29258517034
8637.274549098196,42950.37274549098
8645.290581162324,43546.45290581162
8653.306613226452,43327.53306613226
8661.32264529058,44037.6132264529
8669.33867735471,44119.69338677355
8677.354709418838,43284.77354709419
8685.370741482966,43134.85370741483
8693.386773547094,44150.93386773547
8701.402805611222,43350.01402805611
8709.41883767535,44309.09418837675
8717.434869739478,43499.17434869739
8725.450901803608,44262.254509018036
8733.466933867734,44211.33466933867
8741.482965931864,44466.41482965932
8749.498997995992,43359.49498997996
8757.51503006012,43664.5751503006
8765.531062124248,43595.65531062124
8773.547094188376,43811.73547094188
8781.563126252506,44421.81563126253
8789.579158316632,43320.895791583156
8797.595190380762,44397.975951903805
8805.61122244489,44645.05611222445
8813.627254509018,44210.13627254509
8821.643286573146,43634.21643286573
8829.659318637274,44178.29659318637
8837.675350701402,43545.37675350701
8845.69138276553,43918.45691382765
8853.70741482966,43998.5370741483
8861.723446893788,44839.61723446894
8869.739478957916,44596.697394789575
8877.755511022044,44392.77755511022
8885.771543086172,45273.85771543086
8893.7875751503,45199.9378757515
8901.803607214428,45252.01803607214
8909.819639278558,43945.09819639279
8917.835671342686,44014.178356713426
8925.851703406814,45473.25851703407
8933.867735470942,44877.33867735471
8941.88376753507,44572.418837675345
8949.899799599198,44977.49899799599
8957.915831663326,45206.57915831663
8965.931863727455,44459.65931863728
8973.947895791584,45370.73947895792
8981.963927855712,45345.81963927856
8989.97995991984,44663.899799599196
8997.995991983968,45736.97995991984
9006.012024048096,45198.06012024048
9014.028056112224,45092.140280561114
9022.044088176353,45943.22044088176
9030.06012024048,45612.3006012024
9038.07615230461,44840.38076152305
9046.092184368737,45122.46092184369
9054.108216432865,45194.54108216433
9062.124248496993,45540.621242484965
9070.140280561121,45198.70140280561
9078.156312625251,45367.78156312626
9086.172344689377,45163.861723446884
9094.188376753507,45007.94188376753
9102.204408817635,44872.022044088175
9110.220440881763,46205.10220440882
9118.236472945891,45261.18236472946
9126.25250501002,46478.2625250501
9134.268537074147,46230.342685370735
9142.284569138275,46434.42284569138
9150.300601202405,46095.503006012026
9158.316633266533,46106.58316633267
9166.332665330661,46024.6633266533
9174.34869739479,45576.743486973945
9182.364729458917,45570.82364729459
9190.380761523045,46456.90380761523
9198.396793587173,45443.98396793587
9206.412825651303,45825.06412825652
9214.428857715431,45758.144288577154
9222.44488977956,46153.224448897796
9230.460921843687,46070.30460921844
9238.476953907815,45937.38476953907
9246.492985971943,45827.464929859714
9254.509018036071,45794.545090180356
9262.525050100201,46117.625250501005
9270.541082164327,46111.70541082164
9278.557114228457,46195.78557114229
9286.573146292585,46170.86573146292
9294.589178356713,46685.945891783565
9302.605210420841,46170.02605210421
9310.62124248497,47296.10621242484
9318.637274549099,46114.18637274549
9326.653306613225,47032.266533066126
9334.669338677355,47335.346693386775
9342.685370741483,47214.42685370742
9350.701402805611,47245.50701402806
9358.717434869739,46911.58717434869
9366.733466933867,46999.667334669335
9374.749498997995,47126.74749498998
9382.765531062123,47437.82765531061
9390.781563126253,47032.90781563126
9398.79759519038,47082.9879759519
9406.813627254509,47429.068136272545
9414.829659318637,46925.14829659319
9422.845691382765,46733.22845691383
9430.861723446893,47088.30861723446
9438.877755511021,46923.388777555105
9446.89378757515,48051.468937875754
9454.909819639279,47287.549098196396
9462.925851703407,47415.62925851703
9470.941883767535,47149.70941883767
9478.957915831663,47669.789579158314
9486.97394789579,48265.869739478956
9494.989979959919,46830.9498997996
9503.006012024049,47087.03006012025
9511.022044088175,48313.110220440874
9519.038076152305,47850.19038076152
9527.054108216433,47944.270541082165
9535.07014028056,47968.3507014028
9543.086172344689,48354.43086172344
9551.102204408817,47979.511022044084
9559.118236472947,47645.59118236473
9567.134268537073,47876.67134268537
9575.150300601203,47455.75150300602
9583.16633266533,48756.83166332665
9591.182364729459,47971.91182364729
9599.198396793587,47876.991983967935
9607.214428857715,47802.07214428857
9615.230460921843,48775.15230460921
9623.24649298597,47925.23246492985
9631.2625250501,47571.3126252505
9639.278557114229,49027.392785571144
9647.294589178357,48198.47294589179
9655.310621242485,47804.55310621242
9663.326653306613,48458.63326653306
9671.34268537074,49084.713426853705
9679.358717434869,48639.79358717434
9687.374749498998,48923.87374749499
9695.390781563126,49314.95390781563
9703.406813627254,48466.03406813627
9711.422845691382,49005.114228456914
9719.43887775551,49390.194388777556
9727.454909819638,48530.27454909819
9735.470941883766,49117.35470941883
9743.486973947896,48676.43486973948
9751.503006012023,49537.51503006011
9759.519038076152,48267.59519038076
9767.53507014028,48545.6753507014
9775.551102204408,48735.75551102204
9783.567134268536,49610.835671342684
9791.583166332664,49131.915831663326
9799.599198396794,49101.995991983975
9807.61523046092,49278.0761523046
9815.63126252505,49229.15631262525
9823.647294589178,49114.23647294589
9831.663326653306,49165.31663326653
9839.679358717434,49891.39679358717
9847.695390781562,49128.47695390781
9855.71142284569,49785.55711422845
9863.727454909818,49351.637274549095
9871.743486973948,50027.717434869744
9879.759519038076,48785.79759519038
9887.775551102204,49444.87775551102
9895.791583166332,50237.95791583166
9903.80761523046,49001.0380761523
9911.823647294588,49697.11823647294
9919.839679358716,50388.19839679358
9927.855711422846,50255.27855711423
9935.871743486974,49351.35871743487
9943.887775551102,49759.438877755514
9951.90380761523,50297.51903807615
9959.919839679358,49451.59919839679
9967.935871743486,50624.67935871743
9975.951903807614,50702.75951903807
9983.967935871744,50660.839679358716
9991.983967935872,50370.91983967936
10000.0,49426.0
